player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Grant Harper,142158,QB,UC DAVIS,3,63.2,38,41,10.6,2.93,1,2,4.8,46.3,19,0,14,20.8,48,5,14,322,72.1,56.5,52.2,69.6,0,2,49,3,14.3,71.3,4.2,2,5,0,2,3,3,6.1,261,6.4
Tyrese Smith,185065,QB,PORTLAND,7,57.9,38,41,14.6,2.78,1,3,7.1,53.7,22,0,14,0.0,46,0,15,269,80.7,70.9,61.7,71.8,0,2,48,3,7.1,68.5,2.2,1,4,0,2,1,2,4.3,334,8.1
Charlie Gilliam,176067,QB,SAMFORD,3,64.9,37,41,7.3,2.35,0,0,0.0,58.5,24,0,8,0.0,44,0,12,282,72.3,32.7,33.0,49.2,1,5,44,1,12.5,44.9,2.3,1,1,0,3,1,5,11.4,251,6.1
Alex Gevaudan,186621,QB,MERCYHURST,7,61.5,39,40,7.7,2.46,0,1,2.4,60.0,24,0,8,0.0,40,0,10,977,69.1,65.3,64.9,,0,1,42,0,0.0,76.4,0.0,0,0,0,1,1,0,0.0,253,6.3
Drew VanVleet,177653,QB,DAYTON,4,74.3,35,38,8.7,2.35,2,4,10.0,63.2,24,0,13,7.7,42,2,13,150,70.9,75.4,80.4,55.3,0,0,44,1,30.8,108.2,9.5,4,0,0,1,3,0,0.0,248,6.5
Casey Bullock,185958,QB,DAVIDSON,5,69.7,33,38,7.2,2.77,1,1,2.5,55.3,21,0,15,8.7,50,2,10,149,26.5,45.9,41.6,60.1,1,1,53,1,40.0,61.2,12.0,6,6,0,3,0,3,5.7,219,5.8
Mike Chandler II,139371,QB,CAMPBELL,9,79.4,34,37,11.5,3.16,1,3,7.1,64.9,24,0,18,11.1,45,3,14,131,66.3,68.3,79.3,53.8,0,0,52,1,16.7,109.5,6.7,3,5,0,2,1,3,5.8,394,10.6
Ethan Greenwood,161869,QB,LIUSHAR,3,61.3,31,36,14.4,3.75,3,2,5.6,50.0,18,0,22,5.3,50,1,15,1298,33.2,60.2,64.4,54.6,1,2,50,2,18.2,51.0,8.0,4,10,0,1,0,2,4.0,263,7.3
Jayden Sauray,162802,QB,DELWARE ST,7,65.7,35,36,11.0,2.93,0,2,5.3,63.9,23,0,19,0.0,44,0,15,152,72.9,70.6,76.1,54.6,0,1,46,0,15.8,103.4,6.8,3,5,0,1,2,1,2.2,355,9.9
DJ Smith,185876,QB,MERCER,2,65.6,32,34,7.9,3.12,0,3,5.1,58.8,20,0,12,4.8,39,1,8,219,50.5,56.2,59.4,51.6,0,1,70,2,8.3,65.4,2.6,1,3,0,2,1,2,2.9,137,4.0
Elijah Owens,171426,QB,INDIANA ST,2,76.5,34,34,6.2,2.67,0,0,0.0,73.5,25,0,12,3.8,46,1,18,191,52.7,73.6,56.7,78.8,0,1,49,0,41.7,116.8,10.9,5,7,0,0,3,1,2.0,296,8.7
Israel Carter,175310,QB,NORFOLK,4,71.0,31,34,5.2,2.6,1,0,0.0,55.9,19,0,10,13.6,37,3,6,244,72.5,59.0,56.4,59.9,1,1,40,0,10.0,52.0,2.7,1,2,1,0,0,1,2.6,127,3.7
Amari Powell,165320,QB,STTHOM,4,71.9,32,33,13.1,2.62,0,5,14.3,63.6,21,0,5,8.7,34,2,18,1129,72.7,82.4,85.9,59.5,0,0,36,0,0.0,146.8,0.0,0,1,0,1,5,1,2.8,526,15.9
Anthony Grigsby Jr.,184188,QB,CAL POLY,3,60.0,30,33,11.2,2.75,1,1,2.9,54.5,18,0,16,0.0,38,0,13,129,72.2,71.6,73.6,60.2,0,1,40,0,12.5,90.7,5.3,2,3,0,2,2,0,0.0,282,8.5
Nathan Kent,148446,QB,TOWSON,3,55.2,29,32,12.8,2.75,0,4,11.8,46.9,15,0,5,6.3,34,1,12,317,70.1,67.2,61.9,72.2,1,0,36,0,0.0,110.2,0.0,0,2,0,2,3,1,2.8,290,9.1
JD Davis II,184136,QB,ALAB A&M,3,60.0,30,32,7.8,2.77,0,1,3.0,56.3,18,0,18,0.0,46,0,10,104,38.3,47.7,42.6,65.0,0,3,48,0,55.6,59.1,21.7,10,4,0,2,2,3,6.3,218,6.8
Jake McNamara,157879,QB,E TENN ST,2,74.2,31,32,5.2,2.89,0,0,0.0,68.8,22,0,11,4.3,42,1,14,157,71.6,46.4,45.2,57.1,0,1,45,1,36.4,102.7,9.5,4,6,0,1,2,3,6.7,273,8.5
Gavin Rutherford,178188,QB,STF AUSTIN,6,84.6,26,31,7.2,2.5,2,2,5.9,64.5,20,0,10,9.1,33,2,10,301,21.4,57.8,65.4,49.4,1,1,36,0,0.0,104.5,0.0,0,2,0,2,3,3,8.3,222,7.2
Eli Anderson,201571,QB,NWSTATE,4,57.7,26,30,3.4,2.96,0,1,3.3,50.0,15,0,16,0.0,37,0,4,257,42.2,41.7,45.6,50.0,0,1,37,1,25.0,45.3,10.8,4,3,0,4,0,2,5.4,111,3.7
DC Tabscott,147020,QB,N ALABAMA,3,56.0,25,29,9.2,2.74,1,1,3.3,41.4,12,0,12,14.3,29,2,8,389,68.9,49.0,51.1,58.5,1,0,32,2,0.0,82.7,0.0,0,0,0,2,2,1,3.3,161,5.6
Xander Menapace,171125,QB,COLUMBIA,3,64.3,28,29,11.7,3.23,0,2,6.9,58.6,17,0,18,5.6,39,1,10,145,71.8,57.1,48.9,70.3,0,2,39,0,33.3,63.6,15.4,6,4,0,1,1,2,5.1,208,7.2
Jared Lockhart,201210,QB,JACKSON ST,2,67.9,28,29,14.3,3.83,1,3,9.4,62.1,18,0,14,5.3,40,1,16,194,42.1,76.3,76.5,64.4,0,1,48,1,21.4,112.4,7.5,3,8,0,0,2,2,4.4,348,12.0
Quinn Boyd,191683,QB,STNY BROOK,1,80.0,25,29,5.5,2.37,2,1,3.2,65.5,19,0,5,5.0,32,1,9,303,70.9,73.1,78.4,50.9,0,0,34,0,20.0,93.5,3.1,1,2,0,2,1,0,0.0,176,6.1
Brandon Nunez,183978,QB,MS VLY ST,6,46.2,26,28,9.8,2.34,1,1,3.2,39.3,11,0,9,8.3,31,1,7,228,26.0,37.8,28.6,56.9,1,4,34,0,11.1,41.1,3.2,1,2,0,0,1,6,17.6,228,8.1
Aidan Jakobsohn,209046,QB,TXGV,6,64.3,28,28,8.1,3.11,0,1,3.6,57.1,16,0,12,11.1,38,2,16,1445,40.5,68.5,56.4,73.5,0,1,38,0,0.0,86.3,0.0,0,10,0,0,2,2,5.3,186,6.6
John Michalski,177310,QB,SACR HEART,3,59.3,27,28,11.7,2.39,0,1,3.4,46.4,13,0,11,18.8,33,3,4,280,76.9,64.7,57.5,65.6,0,1,34,0,18.2,45.5,6.1,2,3,1,0,0,1,2.9,132,4.7
Noah Brannock,170937,QB,WM & MARY,4,58.3,24,26,10.3,2.92,1,2,7.7,50.0,13,0,16,7.1,32,1,10,348,71.9,70.1,71.3,60.5,0,1,32,0,18.8,57.5,9.4,3,3,0,1,0,1,3.1,186,7.2
Jeff Hoenstine,171652,QB,ST FRANCIS,4,69.2,26,26,7.7,3.54,0,0,0.0,61.5,16,0,18,11.1,44,2,11,299,35.6,49.6,52.3,52.1,0,0,46,0,33.3,100.8,13.6,6,12,0,0,2,0,0.0,136,5.2
Ashton Frye,163951,QB,GRAMBLING,3,76.0,25,26,7.4,2.41,0,1,3.6,65.4,17,0,9,10.5,31,2,9,177,23.2,52.7,62.9,41.8,0,0,33,0,22.2,92.1,6.5,2,3,0,1,1,1,3.0,142,5.5
Jordyn Potts,174577,QB,E KENTUCKY,3,50.0,24,25,14.0,2.81,0,0,0.0,40.0,10,0,9,16.7,31,2,6,159,70.4,51.6,53.9,56.0,0,0,34,1,55.6,66.6,16.1,5,1,0,1,1,1,2.9,107,4.3
Kingston Tisdell,202557,QB,WEBER ST,2,52.2,23,24,10.9,2.32,0,0,0.0,41.7,10,0,5,16.7,24,2,6,342,68.8,43.9,41.0,64.2,0,0,24,0,0.0,57.8,0.0,0,0,0,1,0,2,8.3,121,5.0
Will Burns,173629,QB,SO UTAH,6,79.2,24,24,6.5,2.66,0,0,0.0,75.0,18,0,6,5.3,33,1,12,298,77.0,82.0,71.9,75.5,0,1,33,0,66.7,92.9,12.1,4,5,0,0,1,1,3.0,183,7.6
Julian Calvez,167101,QB,TENN MARTN,5,80.0,20,23,7.5,2.57,2,0,0.0,65.2,15,0,6,6.3,26,1,9,310,69.6,68.2,69.7,57.2,0,0,27,1,16.7,89.8,3.8,1,2,0,1,1,0,0.0,104,4.5
Noah Sanders,164546,QB,NC A&T,3,40.0,20,23,12.8,2.78,1,1,4.3,34.8,8,0,7,0.0,28,0,5,246,71.0,46.3,52.9,46.9,1,0,28,0,14.3,65.3,3.6,1,4,0,1,1,1,3.6,109,4.7
Dominic Campanile,201034,QB,HOLY CROSS,1,90.0,20,22,5.3,2.87,1,1,4.5,77.3,17,0,10,5.6,29,1,5,181,70.2,67.1,62.4,66.8,0,1,29,0,40.0,71.6,13.8,4,3,0,1,0,1,3.4,127,5.8
Will Madonna,88025,QB,TXAMCO,3,55.0,20,21,6.2,2.36,0,0,0.0,47.6,10,0,7,9.1,22,1,4,1139,68.8,38.1,44.1,53.3,0,2,23,2,0.0,46.6,0.0,0,1,0,1,1,1,4.3,144,6.9
Jake Wolfe,185211,QB,ROB MORRIS,2,65.0,20,21,12.1,2.82,0,3,13.6,61.9,13,0,8,0.0,24,0,8,277,72.6,69.7,67.3,64.8,1,0,25,0,12.5,101.9,4.2,1,2,0,0,1,1,4.0,163,7.8
Ryan Jackson,192201,QB,STTHOM,2,85.0,20,20,6.1,2.68,0,0,0.0,75.0,15,0,5,11.8,21,2,6,1129,73.5,77.1,75.1,66.6,0,0,21,0,20.0,105.0,4.8,1,0,0,0,1,0,0.0,114,5.7
Baxter Wright,192540,QB,MURRAY ST,5,84.2,19,19,2.3,2.72,0,0,0.0,84.2,16,0,9,0.0,26,0,8,236,44.4,64.8,69.5,58.1,0,0,29,0,33.3,110.3,11.5,3,4,0,0,1,0,0.0,119,6.3
Logan Kushner,188797,QB,DUQUESNE,5,82.4,17,19,8.2,3.38,1,0,0.0,73.7,14,0,12,0.0,24,0,6,155,73.3,68.4,70.1,62.5,0,0,24,1,16.7,108.2,8.3,2,3,0,1,1,0,0.0,124,6.5
Jaxon Dailey,156650,QB,N IOWA,4,75.0,16,18,8.7,2.35,0,2,9.1,50.0,9,0,6,25.0,19,3,5,255,76.2,80.9,76.0,71.1,2,1,24,0,0.0,80.1,0.0,0,1,0,0,2,0,0.0,97,5.4
Nathan Hayes,162204,QB,N DAK ST,6,72.2,18,18,13.1,2.77,0,0,0.0,66.7,12,0,4,7.7,19,1,9,250,72.9,75.6,77.7,63.3,0,1,21,1,0.0,115.0,0.0,0,1,0,0,2,1,4.8,188,10.4
Austin Smith,145763,QB,AUSTINPEAY,3,77.8,18,18,11.1,2.55,0,1,5.6,66.7,12,0,4,14.3,21,2,8,116,71.7,91.7,90.8,77.9,0,0,21,1,25.0,131.3,4.8,1,2,0,0,2,0,0.0,158,8.8
Gavin Rupp,145127,QB,STETSON,3,75.0,16,18,7.9,2.66,1,1,5.3,66.7,12,0,12,0.0,23,0,6,302,17.3,34.4,41.3,40.1,0,1,25,0,41.7,87.7,21.7,5,0,0,1,1,2,8.3,150,8.3
Jalen Woods,178085,QB,SOUTHERN U,2,83.3,18,18,5.4,2.0,0,0,0.0,72.2,13,0,3,13.3,18,2,4,297,67.6,68.1,69.3,57.6,0,0,18,0,0.0,84.0,0.0,0,0,0,0,0,0,0.0,94,5.2
Gabe Downing,170743,QB,PORTLAND,1,62.5,16,17,8.4,1.86,0,0,0.0,58.8,10,0,2,0.0,17,0,5,269,68.3,63.9,65.8,55.8,0,2,18,0,0.0,33.8,0.0,0,0,0,1,0,0,0.0,91,5.4
Ty Englehart,162239,QB,PRESBYTERN,3,64.7,17,17,6.6,2.41,0,0,0.0,64.7,11,0,2,0.0,18,0,9,271,72.6,53.9,40.5,68.8,0,0,22,0,0.0,130.0,0.0,0,1,0,0,2,2,9.5,142,8.4
Peter Costelli,146432,QB,N COLORADO,2,64.7,17,17,8.7,2.46,0,0,0.0,64.7,11,0,2,0.0,19,0,10,253,29.7,54.4,47.7,65.5,0,0,23,0,50.0,115.1,5.3,1,1,0,0,1,2,8.7,161,9.5
Jalen Ferguson,200587,QB,CAMPBELL,2,66.7,15,17,5.9,2.06,1,0,0.0,58.8,10,0,6,0.0,17,0,2,131,68.4,51.3,54.3,57.1,0,0,19,1,0.0,65.3,0.0,0,0,0,1,0,0,0.0,58,3.4
Beckham Pellant,185467,QB,ILL STATE,2,57.1,14,16,6.4,2.26,1,0,0.0,50.0,8,0,7,0.0,18,0,3,188,15.6,35.6,54.7,25.1,0,0,19,0,28.6,83.6,11.1,2,0,0,1,1,0,0.0,73,4.6
Champ Long,170197,QB,NC A&T,2,64.3,14,16,4.6,2.43,1,0,0.0,50.0,8,0,11,11.1,21,1,2,246,4.0,25.0,25.2,42.7,1,1,22,0,36.4,35.2,19.0,4,1,0,0,0,4,18.2,67,4.2
Tanner Maddocks,160443,QB,VILLANOVA,3,57.1,14,16,8.7,2.56,1,0,0.0,50.0,8,0,4,0.0,22,0,8,334,72.3,62.1,39.9,83.6,0,1,22,1,25.0,58.9,4.5,1,4,0,1,1,2,9.1,78,4.9
Ridge Docekal,158965,QB,BRYANT,1,38.5,13,15,10.2,2.6,0,0,0.0,33.3,5,0,4,0.0,15,0,2,124,66.7,40.8,40.3,,0,1,17,0,0.0,14.6,0.0,0,0,0,2,0,0,0.0,33,2.2
Nick Josifek,175092,QB,IDAHO,1,66.7,12,15,14.8,3.18,1,1,6.3,46.7,7,1,4,12.5,18,1,6,185,67.0,80.2,77.4,66.8,0,0,19,1,0.0,101.8,0.0,0,3,1,1,1,0,0.0,139,9.3
Alex Flores,86295,QB,MCNEESE,3,60.0,15,15,7.0,2.69,0,0,0.0,46.7,7,0,8,22.2,20,2,4,217,68.6,62.0,65.5,54.7,0,0,21,0,12.5,59.3,5.0,1,4,0,0,0,1,4.8,66,4.4
Aveon Smith,130529,QB,MERRIMACK,8,50.0,14,14,11.1,3.02,0,0,0.0,35.7,5,0,7,28.6,17,2,6,385,25.5,56.5,63.3,54.9,0,1,19,0,14.3,53.0,5.9,1,2,0,0,1,0,0.0,91,6.5
CJ Jordan,141562,QB,PORTLAND,1,66.7,12,14,2.8,2.61,0,0,0.0,57.1,8,0,8,0.0,17,0,1,269,69.6,44.0,43.2,55.7,0,0,18,1,25.0,67.0,11.8,2,1,0,2,0,0,0.0,58,4.1
John Griffith,156450,QB,MORGAN ST,3,54.5,11,14,6.5,2.23,2,1,7.1,35.7,5,0,6,16.7,14,1,1,235,68.8,55.7,58.4,51.1,1,0,15,0,0.0,44.3,0.0,0,0,0,0,0,0,0.0,7,0.5
Nelson Layne,201474,QB,NC A&T,2,92.3,13,14,7.2,3.06,0,1,7.1,78.6,11,0,7,8.3,21,1,4,246,27.2,62.2,59.8,61.7,0,0,21,0,28.6,90.8,9.5,2,5,0,1,0,1,4.8,81,5.8
Jackson Sharman,178252,QB,IDAHO ST,2,84.6,13,13,2.7,2.2,0,0,0.0,76.9,10,0,1,9.1,13,1,4,186,69.3,59.3,60.9,57.3,0,1,13,0,0.0,60.4,0.0,0,0,0,0,0,1,7.7,82,6.3
Tysan Robbins,150846,QB,ARKAPB,1,69.2,13,13,12.0,2.28,0,0,0.0,69.2,9,0,2,0.0,15,0,6,112,66.4,54.3,52.0,61.8,0,1,15,0,0.0,96.3,0.0,0,2,0,0,1,1,6.7,134,10.3
Hayden Benoit,209683,QB,GRAMBLING,1,75.0,12,13,4.6,2.49,1,0,0.0,69.2,9,0,3,0.0,15,0,3,177,68.8,47.5,51.2,50.6,0,1,15,0,0.0,56.9,0.0,0,2,0,0,0,1,6.7,91,7.0
Braxton Thomas,197714,QB,NC A&T,2,91.7,12,13,11.0,2.84,0,3,23.1,84.6,11,0,8,0.0,17,0,6,246,72.5,78.7,91.7,51.7,0,0,17,0,37.5,144.4,17.6,3,1,0,1,1,0,0.0,169,13.0
Caden Drezek,170839,QB,MAINE,1,50.0,12,13,7.3,3.06,0,0,0.0,46.2,6,0,4,0.0,14,0,3,212,66.4,37.9,38.9,57.0,0,1,15,1,0.0,24.8,0.0,0,1,0,1,0,1,6.7,51,3.9
Lek Powell,187417,QB,CHARLES SO,3,66.7,12,13,10.0,3.41,0,1,7.1,46.2,6,0,11,25.0,22,2,5,135,67.5,70.4,78.0,52.6,0,0,23,0,36.4,73.2,18.2,4,5,0,1,0,0,0.0,102,7.8
Jack Henry,192029,QB,S DAK ST,2,50.0,12,13,14.6,2.59,0,0,0.0,46.2,6,0,5,0.0,16,0,4,292,71.6,41.4,38.3,57.5,1,1,17,0,60.0,30.9,18.8,3,0,0,0,0,2,11.8,70,5.4
Chandler Wilson,177935,QB,VA MILT IN,3,40.0,10,13,5.9,2.39,3,0,0.0,23.1,3,0,5,25.0,17,1,0,336,67.7,46.5,49.1,52.6,0,0,19,0,40.0,39.6,11.8,2,2,0,0,0,1,5.3,2,0.2
Patrick Heitert,126526,QB,SE MO ST,2,66.7,12,13,9.6,3.21,0,0,0.0,53.8,7,0,10,12.5,22,1,6,293,68.8,65.8,56.5,67.6,1,2,23,0,40.0,33.3,18.2,4,5,0,0,0,1,4.3,81,6.2
Nathan Downey,203361,QB,VALPO,1,50.0,10,12,7.7,2.44,1,0,0.0,41.7,5,0,6,0.0,14,0,3,332,66.4,44.0,43.5,,0,0,15,0,33.3,51.0,14.3,2,0,1,0,0,0,0.0,41,3.4
Jack Johnson,185639,QB,GEORGETOWN,2,66.7,12,12,4.6,2.85,0,0,0.0,50.0,6,0,8,25.0,17,2,3,172,28.3,36.1,39.4,49.2,0,0,17,0,37.5,56.3,17.6,3,2,0,0,0,1,5.9,33,2.8
Dante Torres,177468,QB,HARVARD,3,63.6,11,12,7.5,2.41,0,0,0.0,58.3,7,0,4,0.0,13,0,7,179,68.6,75.4,66.0,73.3,0,1,13,0,0.0,92.7,0.0,0,1,0,1,1,1,7.7,141,11.8
Parker Stofa,197903,QB,JACKSON ST,2,50.0,12,12,11.8,2.86,0,1,7.7,50.0,6,0,7,0.0,16,0,3,194,15.4,29.2,39.5,32.7,0,1,17,0,28.6,38.2,12.5,2,2,0,0,0,1,5.9,84,7.0
Javance Tupou'ata-Johnson,175766,QB,N DAKOTA,4,30.0,10,11,12.8,3.5,0,1,8.3,27.3,3,0,8,0.0,16,0,4,249,34.4,67.2,30.0,87.0,0,0,18,0,37.5,42.6,18.8,3,2,0,1,0,1,5.9,41,3.7
Aidan Dunne,148181,WR,N IOWA,3,55.6,9,11,5.4,2.55,0,0,0.0,36.4,4,0,5,20.0,11,1,2,255,66.5,37.9,32.8,,1,1,11,1,0.0,9.3,0.0,0,0,0,1,0,1,9.1,39,3.5
Casey Case,130402,QB,STNY BROOK,2,45.5,11,11,9.2,2.25,0,0,0.0,45.5,5,0,4,0.0,13,0,2,303,66.0,44.3,42.3,,0,0,13,0,50.0,52.8,15.4,2,0,0,0,0,0,0.0,34,3.1
Aleks Sitkowski,197815,QB,COLGATE,2,50.0,10,11,9.3,1.75,1,1,9.1,36.4,4,0,2,20.0,11,1,0,142,65.6,60.9,60.4,,0,0,11,0,0.0,44.9,0.0,0,0,0,0,0,0,0.0,23,2.1
Ja'Shawn Scroggins,160545,QB,HOWARD,3,63.6,11,11,7.8,2.28,0,0,0.0,45.5,5,0,1,28.6,12,2,2,184,72.5,53.4,46.0,62.0,0,1,13,0,0.0,14.6,0.0,0,1,0,0,0,1,7.7,33,3.0
James McCauley,159246,QB,COLUMBIA,2,44.4,9,10,11.1,2.7,0,0,0.0,30.0,3,0,4,25.0,11,1,3,145,65.6,53.7,53.4,,0,0,11,0,25.0,41.3,9.1,1,0,0,1,0,0,0.0,34,3.4
Jake Schakel,191466,QB,E WASHGTON,1,70.0,10,10,8.7,3.2,0,0,0.0,70.0,7,0,2,0.0,12,0,3,161,67.7,78.1,75.1,66.4,0,0,12,0,0.0,83.3,0.0,0,2,0,0,0,0,0.0,55,5.5
Gabe Passini,191845,QB,BUTLER,4,66.7,9,10,7.9,2.7,1,0,0.0,60.0,6,0,2,0.0,13,0,4,127,80.1,74.7,61.8,68.7,0,0,14,0,0.0,113.3,0.0,0,3,0,0,1,0,0.0,67,6.7
Te'Sean Smoot,163976,QB,ALABAMA ST,2,60.0,10,10,6.1,2.29,0,0,0.0,60.0,6,0,1,0.0,10,0,2,105,65.4,67.6,66.5,,0,0,10,0,0.0,66.7,0.0,0,0,0,0,0,0,0.0,35,3.5
Patrick Duchien,176764,QB,MONTANA ST,3,77.8,9,10,5.0,2.08,1,0,0.0,60.0,6,0,1,14.3,10,1,3,233,73.4,72.3,54.0,75.6,0,1,10,0,0.0,33.3,0.0,0,0,0,0,0,1,10.0,50,5.0
David Parsons,192170,QB,MOREHEAD,2,66.7,9,9,15.8,2.89,0,0,0.0,55.6,5,0,3,16.7,10,1,3,234,65.4,58.1,57.8,,0,0,10,0,33.3,120.1,10.0,1,0,0,0,1,1,10.0,75,8.3
Jake Curry,185583,QB,S ILLINOIS,3,62.5,8,9,9.1,2.43,1,1,11.1,33.3,3,0,3,40.0,11,2,2,295,69.9,69.3,72.9,58.4,0,0,11,0,0.0,42.4,0.0,0,2,0,0,0,0,0.0,24,2.7
Devin Sherwood,156368,QB,YNGTOWN ST,1,100.0,8,8,2.9,2.76,0,0,0.0,100.0,8,0,2,0.0,10,0,5,353,67.5,66.8,75.2,58.5,0,0,10,1,0.0,91.1,0.0,0,2,0,0,0,0,0.0,47,5.9
Jace Wilson,149892,QB,TENN TECH,4,75.0,8,8,17.8,3.69,0,0,0.0,62.5,5,0,2,16.7,9,1,5,309,68.3,76.5,79.2,65.4,0,0,9,1,0.0,145.8,0.0,0,1,0,0,2,0,0.0,194,24.3
Earl Woods III,170445,QB,HAMPTON,3,71.4,7,8,9.7,3.28,0,0,0.0,50.0,4,0,3,20.0,9,1,3,178,72.1,82.0,56.6,82.8,1,0,12,0,0.0,77.6,0.0,0,1,0,0,0,1,9.1,65,8.1
Caleb McCreary,190693,QB,TENN STATE,3,50.0,8,8,17.4,3.52,0,1,12.5,50.0,4,0,8,0.0,12,0,3,308,69.3,72.2,79.1,56.3,0,2,12,0,37.5,35.9,25.0,3,1,0,0,0,0,0.0,61,7.6
Jake Jensen,147512,QB,MONTANA,3,62.5,8,8,3.0,2.02,0,0,0.0,37.5,3,0,4,40.0,9,2,2,232,66.3,62.1,50.1,70.5,0,0,9,0,0.0,45.8,0.0,0,1,0,0,0,0,0.0,19,2.4
Lathan Boone,191494,QB,N ARIZONA,2,57.1,7,8,4.9,2.81,1,0,0.0,50.0,4,0,2,0.0,10,0,2,252,23.9,61.9,56.8,63.5,0,1,11,0,100.0,24.0,20.0,2,0,0,0,0,0,0.0,38,4.8
Jake Triptree,193097,QB,NEWHVN,3,75.0,8,8,0.0,1.73,0,0,0.0,75.0,6,0,0,0.0,9,0,1,1013,67.4,56.4,56.9,56.8,0,0,9,0,,116.7,0.0,0,1,0,0,1,0,0.0,14,1.8
Will Currid,192701,QB,BROWN,2,75.0,8,8,6.6,2.69,0,0,0.0,75.0,6,0,3,0.0,9,0,2,123,66.7,64.3,67.0,57.0,0,0,11,0,0.0,82.3,0.0,0,1,0,0,0,0,0.0,34,4.3
Nana Utsey,210103,QB,VA MILT IN,3,57.1,7,7,13.9,2.69,0,1,14.3,57.1,4,0,4,0.0,10,0,2,336,73.0,53.9,60.4,54.1,0,0,10,0,25.0,88.4,10.0,1,2,0,0,0,0,0.0,65,9.3
Xavier Washington,160514,QB,DRAKE,2,71.4,7,7,9.1,3.1,0,1,14.3,57.1,4,0,4,20.0,8,1,3,153,66.3,51.5,42.5,62.6,0,0,8,0,25.0,138.1,12.5,1,0,0,0,2,2,25.0,82,11.7
Marco Lainez,170155,QB,ELON,2,40.0,5,7,9.2,3.06,0,0,0.0,28.6,2,0,2,0.0,8,0,2,162,73.1,62.2,53.4,64.2,1,0,9,0,0.0,40.2,0.0,0,1,0,1,0,0,0.0,22,3.1
Rocco Koch,186165,QB,IDAHO,3,16.7,6,7,14.3,3.52,0,0,0.0,14.3,1,0,2,0.0,9,0,2,185,25.7,63.5,38.8,68.8,0,0,9,0,0.0,91.7,0.0,0,2,0,1,1,1,11.1,42,6.0
Amyne Darensburg,209698,QB,GRAMBLING,3,66.7,6,7,12.2,3.4,0,0,0.0,42.9,3,0,8,25.0,14,1,1,177,68.7,50.6,44.5,59.6,0,1,14,0,12.5,10.7,7.1,1,6,1,0,0,1,7.1,12,1.7
Reilly Garcia,201069,QB,HOUCHR,1,66.7,3,6,4.3,3.69,0,0,0.0,33.3,2,0,3,0.0,7,0,0,183,68.1,44.7,46.6,54.2,1,0,7,0,0.0,42.4,0.0,0,1,0,2,0,0,0.0,6,1.0
Jordon Davis,182683,QB,TEXAS STHN,3,50.0,6,6,6.5,2.69,0,0,0.0,50.0,3,0,4,0.0,7,0,1,313,27.0,54.2,71.2,48.4,0,0,9,1,0.0,59.7,0.0,0,1,0,0,0,0,0.0,23,3.8
Joshua Jones,177098,QB,NC CENT,5,83.3,6,6,6.0,2.26,0,0,0.0,66.7,4,0,1,20.0,7,1,2,247,42.9,80.1,77.8,70.0,0,0,7,0,100.0,79.2,14.3,1,0,0,0,0,0,0.0,31,5.2
JP Pickles,183996,QB,MERCER,2,66.7,6,6,7.0,2.71,0,0,0.0,66.7,4,0,1,0.0,7,0,4,219,77.3,49.5,36.4,57.7,0,1,7,0,0.0,51.4,0.0,0,1,0,0,0,1,14.3,48,8.0
Javion Martin,189270,QB,NC CENT,2,20.0,5,6,16.0,3.13,0,0,0.0,16.7,1,0,3,0.0,6,0,1,247,70.1,54.9,39.8,74.2,0,0,6,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,12,2.0
DJ Stevenson,197564,QB,ARKAPB,2,66.7,6,6,17.5,3.41,0,1,11.1,66.7,4,0,3,0.0,9,0,3,112,69.9,69.9,77.9,56.3,0,0,12,0,0.0,149.3,0.0,0,3,0,0,1,1,8.3,85,14.2
Patrick Grusser,197638,QB,MARIST,3,66.7,6,6,9.0,3.63,0,0,0.0,66.7,4,0,5,0.0,8,0,2,213,69.2,55.5,54.9,58.3,0,0,10,0,20.0,129.2,12.5,1,1,0,0,1,1,11.1,46,7.7
Brady Ford,200820,QB,E ILLINOIS,1,66.7,6,6,18.8,2.7,0,1,16.7,66.7,4,0,1,0.0,6,0,1,158,64.2,73.5,74.1,,0,1,6,0,0.0,55.6,0.0,0,0,0,0,0,1,16.7,54,9.0
Marshall Howe,158696,QB,YALE,1,40.0,5,5,10.0,2.55,0,0,0.0,40.0,2,0,0,0.0,6,0,1,352,64.6,55.5,58.0,57.3,0,0,7,0,,54.6,0.0,0,1,0,0,0,0,0.0,23,4.6
Liam Poronsky,188956,QB,DAYTON,1,60.0,5,5,15.2,2.74,0,0,0.0,60.0,3,0,2,0.0,5,0,1,150,67.0,50.2,53.7,54.0,0,0,6,0,0.0,64.6,0.0,0,0,0,0,0,0,0.0,14,2.8
